Country,WeightPerCountry,WeightEurope,Gender,Question
Spain,1,1.22,Woman,Strongly disagree
France,0.93,1.54,Man,Neither agree nor disagree
France,0.99,1.64,Woman,Agree
Italy,0.96,1.56,Woman,Neither agree nor disagree
Germany,1.03,2.29,Woman,Agree
Poland,1.03,1.04,Woman,Strongly agree
United Kingdom,0.99,1.55,Woman,Agree
Italy,0.92,1.49,Man,Disagree
France,0.99,1.64,Woman,Disagree
Germany,0.94,2.09,Woman,Disagree
Italy,1.02,1.64,Woman,Disagree
Germany,1,2.21,Woman,Agree
United Kingdom,1.03,1.61,Woman,Neither agree nor disagree
Germany,0.97,2.15,Woman,Strongly disagree
France,0.97,1.59,Woman,Agree
France,1.03,1.69,Woman,Disagree
Austria,0.95,0.19,Man,Strongly disagree
United Kingdom,0.98,1.53,Woman,Disagree
Spain,1.12,1.37,Man,Neither agree nor disagree
Italy,1.05,1.7,Woman,Neither agree nor disagree
Spain,1.08,1.32,Woman,Strongly disagree
France,1.1,1.81,Man,Strongly disagree
Spain,1.07,1.31,Woman,Agree
Spain,0.99,1.21,Woman,Agree
Italy,1.05,1.7,Woman,Agree
France,0.97,1.59,Woman,Agree
Turkey,0.94,1.59,Man,Neither agree nor disagree
Italy,1.05,1.7,Woman,Agree
France,0.96,1.58,Woman,Strongly agree
Italy,1.01,1.63,Man,Agree
Austria,1.01,0.2,Man,Strongly disagree
Spain,1.12,1.37,Man,Strongly agree
United Kingdom,0.9,1.42,Man,Agree
Spain,1.05,1.28,Man,Agree
United Kingdom,0.96,1.51,Woman,Neither agree nor disagree
Germany,0.98,2.17,Woman,Agree
Spain,1.02,1.25,Woman,Agree
United Kingdom,1.09,1.7,Man,Strongly disagree
Italy,0.98,1.58,Woman,Disagree
Italy,0.95,1.53,Woman,Strongly agree
Italy,1,1.62,Man,Agree
Luxembourg,0.87,0.02,Woman,Strongly disagree
Italy,1.06,1.72,Woman,Disagree
Italy,0.94,1.52,Man,Strongly disagree
Italy,1.05,1.7,Woman,Strongly disagree
France,1.03,1.7,Woman,Strongly disagree
France,1.11,1.84,Man,Neither agree nor disagree
Italy,1,1.62,Man,Disagree
France,0.97,1.6,Man,Strongly disagree
Spain,0.93,1.14,Woman,Disagree
France,1.06,1.74,Woman,Agree
United Kingdom,0.93,1.45,Woman,Agree
Austria,1.02,0.2,Woman,Agree
Italy,0.99,1.61,Woman,Strongly disagree
United Kingdom,1.03,1.62,Woman,Disagree
France,0.98,1.61,Woman,Neither agree nor disagree
Italy,1.05,1.69,Woman,Neither agree nor disagree
United Kingdom,1.02,1.6,Woman,Disagree
Italy,0.98,1.58,Woman,Disagree
Italy,1,1.61,Man,Neither agree nor disagree
Spain,0.98,1.19,Woman,Strongly disagree
Italy,0.94,1.52,Man,Neither agree nor disagree
Italy,0.99,1.61,Man,Disagree
France,0.99,1.63,Man,Neither agree nor disagree
France,0.95,1.56,Man,Neither agree nor disagree
Poland,1,1.01,Woman,Agree
Austria,0.95,0.19,Man,Neither agree nor disagree
Czech Republic,0.96,0.2,Woman,Disagree
France,0.96,1.58,Woman,Neither agree nor disagree
Spain,0.98,1.19,Woman,Strongly agree
France,0.93,1.53,Woman,Agree
Spain,1.12,1.37,Man,Agree
USA,0.94,,Woman,Disagree
USA,0.96,,Woman,Neither agree nor disagree
France,1.09,1.8,Man,Neither agree nor disagree
United Kingdom,0.94,1.48,Woman,Strongly agree
USA,0.99,,Man,Disagree
USA,1.03,,Woman,Agree
USA,0.98,,Woman,Strongly disagree
Belgium,1,0.27,Man,Agree
United Kingdom,0.97,1.51,Woman,Agree
Spain,1.07,1.31,Woman,Strongly disagree
Czech Republic,1.05,0.22,Man,Strongly disagree
Czech Republic,0.97,0.2,Man,Agree
United Kingdom,0.98,1.54,Man,Disagree
Germany,0.98,2.17,Woman,Strongly agree
France,1.01,1.66,Man,Agree
Netherlands,0.96,0.4,Woman,Strongly disagree
Italy,0.97,1.58,Man,Disagree
Czech Republic,0.99,0.21,Woman,Strongly disagree
Netherlands,0.93,0.39,Woman,Disagree
Poland,0.96,0.97,Woman,Neither agree nor disagree
United Kingdom,1.02,1.6,Man,Strongly disagree
France,0.92,1.51,Man,Disagree
France,0.96,1.59,Woman,Neither agree nor disagree
Netherlands,0.96,0.4,Woman,Disagree
USA,0.97,,Woman,Strongly agree
Italy,0.95,1.53,Woman,Neither agree nor disagree
Spain,0.98,1.2,Woman,Neither agree nor disagree
Spain,1.03,1.26,Man,Strongly disagree
USA,1.09,,Woman,Disagree
France,0.93,1.53,Woman,Disagree
France,1.06,1.75,Woman,Agree
Italy,1,1.61,Woman,Disagree
France,0.94,1.55,Woman,Neither agree nor disagree
USA,1.01,,Woman,Strongly agree
United Kingdom,0.96,1.51,Woman,Strongly disagree
USA,1.03,,Man,Strongly agree
Australia,0.95,,Woman,Disagree
USA,1.06,,Man,Disagree
Netherlands,0.97,0.4,Woman,Agree
Romania,0.95,0.52,Woman,Agree
USA,1,,Man,Strongly agree
France,0.93,1.54,Man,Neither agree nor disagree
France,1.04,1.72,Woman,Disagree
France,0.96,1.58,Woman,Agree
Poland,1,1.01,Woman,Agree
Italy,1.02,1.64,Woman,Disagree
Australia,1.24,,Man,Strongly agree
USA,1.05,,Woman,Disagree
France,0.94,1.55,Woman,Neither agree nor disagree
Spain,0.98,1.2,Man,Disagree
Austria,0.95,0.19,Man,Strongly disagree
Netherlands,1,0.42,Man,Strongly agree
USA,1.02,,Man,Strongly disagree
Italy,1.01,1.64,Woman,Agree
USA,1.09,,Woman,Strongly agree
USA,0.98,,Woman,Disagree
USA,1,,Woman,Disagree
Spain,0.96,1.17,Man,Strongly disagree
USA,1.05,,Woman,Neither agree nor disagree
Czech Republic,0.99,0.21,Man,Agree
USA,1.11,,Man,Agree
Spain,0.93,1.13,Woman,Disagree
Italy,1,1.61,Woman,Agree
Australia,1.1,,Man,Agree
USA,0.94,,Woman,Strongly agree
France,0.94,1.56,Woman,Strongly disagree
Italy,0.94,1.52,Man,Disagree
USA,1,,Woman,Strongly disagree
Italy,1.03,1.66,Woman,Strongly disagree
Netherlands,1.03,0.43,Woman,Neither agree nor disagree
France,0.97,1.6,Man,Strongly disagree
USA,0.96,,Woman,Agree
France,0.95,1.56,Woman,Strongly agree
France,0.97,1.6,Man,Neither agree nor disagree
Czech Republic,0.99,0.21,Woman,Disagree
Turkey,1.02,1.71,Man,Agree
Czech Republic,0.99,0.21,Woman,Agree
Australia,1.01,,Man,Neither agree nor disagree
USA,1.07,,Woman,Agree
USA,1.02,,Woman,Agree
United Kingdom,0.96,1.51,Woman,Strongly disagree
Italy,1.03,1.66,Woman,Neither agree nor disagree
Netherlands,1.02,0.43,Man,Strongly disagree
United Kingdom,1,1.57,Man,Neither agree nor disagree
USA,0.97,,Woman,Agree
Turkey,0.85,1.43,Man,Agree
Czech Republic,0.97,0.2,Man,Disagree
Netherlands,1.03,0.43,Man,Strongly disagree
France,1.05,1.73,Woman,Disagree
USA,0.96,,Woman,Agree
Italy,1,1.61,Man,Agree
United Kingdom,1,1.57,Man,Agree
France,1.01,1.66,Woman,Disagree
Netherlands,1.03,0.43,Woman,Disagree
Poland,1.03,1.04,Woman,Agree
USA,0.96,,Woman,Agree
France,1.01,1.66,Man,Agree
Italy,0.89,1.44,Man,Neither agree nor disagree
USA,1.06,,Woman,Strongly agree
Turkey,1.08,1.81,Woman,Strongly agree
Spain,0.98,1.2,Woman,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Disagree
USA,1.01,,Man,Agree
Italy,1.06,1.72,Man,Agree
Czech Republic,1,0.21,Man,Neither agree nor disagree
USA,1,,Man,Neither agree nor disagree
Netherlands,0.98,0.41,Woman,Neither agree nor disagree
USA,0.98,,Man,Disagree
Italy,0.94,1.52,Man,Neither agree nor disagree
Spain,0.93,1.14,Woman,Strongly disagree
France,0.97,1.6,Man,Agree
Spain,1.09,1.33,Woman,Strongly disagree
USA,0.99,,Woman,Neither agree nor disagree
Australia,0.96,,Woman,Agree
Romania,1.14,0.62,Man,Disagree
Spain,0.99,1.21,Woman,Disagree
USA,1.02,,Man,Agree
USA,0.97,,Woman,Strongly agree
Italy,0.98,1.59,Man,Disagree
Czech Republic,0.99,0.21,Woman,Agree
USA,1.05,,Woman,Disagree
France,0.97,1.59,Woman,Agree
USA,1.07,,Woman,Agree
France,1.08,1.78,Woman,Disagree
Italy,0.94,1.52,Man,Strongly disagree
France,0.95,1.57,Man,Strongly disagree
France,0.92,1.52,Man,Neither agree nor disagree
USA,1.01,,Man,Neither agree nor disagree
USA,1.01,,Man,Strongly disagree
Netherlands,1,0.42,Man,Neither agree nor disagree
Poland,1.03,1.04,Woman,Disagree
USA,1.05,,Man,Strongly agree
Italy,1,1.61,Man,Strongly disagree
Italy,1.04,1.69,Man,Neither agree nor disagree
Czech Republic,1,0.21,Man,Agree
Netherlands,0.96,0.4,Woman,Strongly disagree
USA,1.01,,Man,Agree
Czech Republic,1.01,0.21,Man,Agree
Poland,0.96,0.97,Woman,Disagree
Italy,1.05,1.7,Woman,Neither agree nor disagree
Italy,1.06,1.72,Man,Strongly disagree
USA,1,,Woman,Strongly disagree
France,0.92,1.51,Man,Disagree
France,0.97,1.6,Man,Neither agree nor disagree
USA,0.97,,Woman,Strongly agree
USA,0.95,,Woman,Neither agree nor disagree
Germany,0.98,2.18,Woman,Disagree
France,0.93,1.53,Woman,Strongly disagree
USA,0.97,,Woman,Neither agree nor disagree
Netherlands,1.04,0.44,Woman,Strongly disagree
Germany,1.1,2.45,Man,Strongly agree
Netherlands,1.05,0.44,Man,Agree
Netherlands,0.97,0.4,Man,Disagree
Czech Republic,0.98,0.21,Woman,Agree
France,0.94,1.55,Woman,Strongly agree
Germany,1,2.21,Woman,Agree
Czech Republic,1.05,0.22,Man,Disagree
Netherlands,1.02,0.43,Man,Agree
Czech Republic,0.99,0.21,Woman,Strongly agree
Germany,1,2.21,Woman,Disagree
Netherlands,1.02,0.43,Woman,Neither agree nor disagree
Poland,1.11,1.12,Man,Disagree
Germany,1.01,2.25,Man,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Agree
Poland,1.02,1.03,Woman,Agree
France,1.03,1.69,Woman,Agree
Czech Republic,0.98,0.21,Woman,Agree
Netherlands,0.96,0.4,Woman,Neither agree nor disagree
France,0.92,1.52,Man,Disagree
Germany,1,2.21,Man,Strongly agree
USA,1.01,,Man,Strongly disagree
Germany,1.08,2.4,Man,Neither agree nor disagree
Spain,1.09,1.33,Woman,Agree
Germany,1.03,2.29,Man,Agree
Austria,0.95,0.19,Man,Strongly disagree
Germany,1.09,2.42,Woman,Disagree
France,0.95,1.56,Woman,Strongly agree
Spain,1.05,1.29,Man,Strongly agree
France,0.98,1.61,Woman,Agree
United Kingdom,0.98,1.53,Woman,Agree
Belgium,0.96,0.26,Woman,Agree
Germany,1.09,2.43,Woman,Neither agree nor disagree
Austria,1.11,0.22,Man,Disagree
Turkey,0.94,1.59,Man,Strongly disagree
Belgium,1.01,0.27,Man,Neither agree nor disagree
USA,1.03,,Man,Agree
Italy,0.92,1.49,Man,Neither agree nor disagree
Italy,0.92,1.49,Man,Disagree
Austria,1.04,0.21,Woman,Strongly disagree
Germany,1,2.21,Woman,Strongly disagree
France,0.98,1.61,Man,Strongly agree
Austria,0.95,0.19,Woman,Strongly agree
Germany,1,2.21,Man,Disagree
Australia,1.03,,Man,Neither agree nor disagree
Czech Republic,0.97,0.2,Man,Strongly agree
Poland,1.02,1.03,Woman,Agree
France,1.21,2,Man,Strongly disagree
Austria,0.95,0.19,Man,Strongly agree
Spain,1.08,1.32,Woman,Agree
France,0.93,1.53,Woman,Disagree
Spain,0.97,1.19,Woman,Disagree
Czech Republic,0.99,0.21,Woman,Agree
Italy,1.04,1.69,Man,Strongly disagree
Italy,1.03,1.66,Woman,Disagree
Australia,0.94,,Woman,Disagree
Netherlands,0.96,0.4,Woman,Agree
Netherlands,0.93,0.39,Woman,Disagree
Netherlands,1.03,0.43,Man,Neither agree nor disagree
France,1.03,1.7,Woman,Disagree
Netherlands,1.02,0.43,Man,Agree
Austria,0.96,0.19,Woman,Disagree
Italy,1.05,1.7,Woman,Agree
Belgium,1.01,0.27,Man,Disagree
Czech Republic,0.99,0.21,Woman,Disagree
France,1.13,1.86,Man,Disagree
France,0.93,1.54,Man,Strongly agree
Spain,0.98,1.2,Woman,Agree
Czech Republic,0.98,0.21,Woman,Strongly agree
Australia,0.95,,Woman,Strongly disagree
Germany,1.09,2.43,Woman,Disagree
Spain,1.06,1.29,Woman,Agree
Spain,0.98,1.19,Woman,Disagree
Turkey,0.99,1.66,Man,Neither agree nor disagree
Germany,1.01,2.24,Man,Neither agree nor disagree
Germany,1.11,2.45,Woman,Strongly disagree
Czech Republic,1.07,0.23,Man,Strongly agree
Belgium,0.97,0.27,Woman,Strongly disagree
Turkey,0.85,1.43,Man,Disagree
Austria,0.95,0.19,Man,Agree
Austria,0.97,0.19,Woman,Neither agree nor disagree
Netherlands,1,0.42,Man,Disagree
Germany,1.09,2.43,Woman,Disagree
Germany,1.09,2.41,Woman,Strongly disagree
France,0.96,1.58,Woman,Neither agree nor disagree
France,0.93,1.54,Man,Agree
Poland,1.02,1.03,Woman,Neither agree nor disagree
United Kingdom,0.98,1.54,Man,Disagree
France,1,1.65,Woman,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Disagree
Italy,0.94,1.52,Man,Agree
Germany,1.02,2.27,Woman,Disagree
France,0.95,1.56,Man,Neither agree nor disagree
Italy,0.92,1.49,Man,Disagree
United Kingdom,0.95,1.48,Woman,Strongly agree
United Kingdom,0.94,1.48,Woman,Strongly disagree
Austria,1,0.2,Man,Disagree
Netherlands,1,0.42,Woman,Disagree
Czech Republic,1.03,0.22,Woman,Disagree
Italy,0.99,1.61,Man,Neither agree nor disagree
France,0.94,1.54,Man,Disagree
United Kingdom,0.96,1.51,Woman,Strongly disagree
France,0.95,1.56,Man,Agree
Czech Republic,0.99,0.21,Man,Disagree
Austria,0.97,0.19,Woman,Strongly agree
United Kingdom,0.99,1.55,Woman,Neither agree nor disagree
Netherlands,0.95,0.4,Woman,Agree
Italy,0.99,1.61,Woman,Neither agree nor disagree
Austria,0.95,0.19,Man,Strongly disagree
Italy,1.05,1.7,Woman,Disagree
United Kingdom,1,1.57,Man,Strongly disagree
Czech Republic,1,0.21,Man,Neither agree nor disagree
Germany,0.98,2.19,Woman,Neither agree nor disagree
United Kingdom,0.98,1.54,Woman,Disagree
Italy,0.95,1.53,Woman,Disagree
France,0.93,1.54,Man,Strongly disagree
USA,0.95,,Woman,Strongly disagree
Spain,0.93,1.14,Woman,Disagree
Spain,0.96,1.17,Man,Neither agree nor disagree
USA,0.94,,Woman,Agree
Spain,0.98,1.19,Woman,Strongly agree
Germany,1.02,2.27,Woman,Neither agree nor disagree
Austria,1.04,0.21,Man,Disagree
USA,1,,Woman,Neither agree nor disagree
Czech Republic,1.01,0.21,Man,Neither agree nor disagree
USA,0.97,,Woman,Disagree
Czech Republic,0.98,0.21,Woman,Disagree
Netherlands,0.95,0.4,Woman,Strongly disagree
Spain,0.9,1.1,Woman,Disagree
France,1.04,1.72,Woman,Agree
Austria,1,0.2,Man,Agree
USA,1.03,,Man,Agree
Italy,0.94,1.52,Man,Strongly disagree
Poland,1.02,1.03,Woman,Disagree
Italy,0.94,1.52,Man,Strongly agree
France,0.98,1.61,Man,Agree
USA,0.98,,Woman,Disagree
USA,1.01,,Man,Disagree
Italy,0.99,1.61,Woman,Neither agree nor disagree
Germany,0.98,2.17,Woman,Disagree
Germany,1.1,2.45,Man,Strongly disagree
Spain,1.06,1.29,Woman,Disagree
Netherlands,0.96,0.4,Woman,Agree
USA,0.97,,Woman,Agree
France,0.94,1.55,Woman,Agree
Austria,1,0.2,Man,Neither agree nor disagree
France,0.96,1.59,Woman,Neither agree nor disagree
Austria,1,0.2,Woman,Agree
Poland,0.95,0.96,Woman,Disagree
France,0.93,1.53,Woman,Neither agree nor disagree
France,0.99,1.63,Man,Strongly agree
Italy,1.01,1.63,Man,Neither agree nor disagree
Czech Republic,1,0.21,Man,Strongly disagree
Belgium,1.1,0.3,Man,Agree
Turkey,1.02,1.71,Man,Neither agree nor disagree
Austria,0.95,0.19,Man,Disagree
Czech Republic,1.01,0.21,Man,Strongly disagree
United Kingdom,1.02,1.6,Man,Neither agree nor disagree
Australia,1,,Man,Agree
France,0.94,1.54,Man,Agree
Netherlands,1.04,0.43,Woman,Strongly agree
Austria,0.95,0.19,Man,Disagree
Czech Republic,1.01,0.21,Man,Neither agree nor disagree
France,1.18,1.95,Man,Disagree
Austria,0.95,0.19,Man,Strongly disagree
USA,0.99,,Woman,Disagree
Belgium,1.01,0.27,Man,Agree
USA,0.99,,Woman,Neither agree nor disagree
Austria,1,0.2,Man,Agree
Turkey,0.89,1.51,Man,Agree
USA,0.98,,Man,Neither agree nor disagree
Austria,0.97,0.19,Man,Disagree
France,1.1,1.81,Man,Strongly disagree
Italy,0.95,1.53,Man,Strongly disagree
USA,0.99,,Woman,Strongly agree
Austria,0.98,0.2,Man,Strongly agree
Germany,1.04,2.31,Woman,Strongly agree
Czech Republic,1,0.21,Man,Strongly disagree
Italy,1.06,1.72,Man,Agree
Netherlands,0.98,0.41,Woman,Disagree
Poland,1.03,1.04,Woman,Strongly agree
Italy,0.99,1.61,Woman,Neither agree nor disagree
France,1.11,1.83,Man,Disagree
Austria,0.98,0.2,Woman,Agree
Spain,0.96,1.17,Man,Strongly agree
Czech Republic,0.95,0.2,Woman,Strongly disagree
Italy,0.99,1.61,Woman,Disagree
Spain,0.98,1.2,Woman,Strongly agree
France,0.93,1.53,Woman,Disagree
Germany,0.94,2.1,Man,Neither agree nor disagree
Spain,0.99,1.21,Woman,Strongly disagree
United Kingdom,0.94,1.48,Woman,Agree
United Kingdom,0.99,1.56,Woman,Strongly disagree
Czech Republic,1.01,0.21,Woman,Strongly agree
Netherlands,1.03,0.43,Woman,Agree
United Kingdom,0.9,1.42,Man,Neither agree nor disagree
Poland,1.03,1.04,Woman,Neither agree nor disagree
Germany,1.07,2.37,Woman,Disagree
Spain,0.93,1.13,Woman,Neither agree nor disagree
Italy,1.04,1.68,Woman,Disagree
USA,0.98,,Woman,Agree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Czech Republic,0.97,0.21,Woman,Agree
Netherlands,0.96,0.4,Woman,Neither agree nor disagree
USA,0.95,,Woman,Strongly agree
Germany,0.98,2.18,Woman,Agree
USA,0.94,,Woman,Disagree
Germany,1,2.21,Woman,Agree
Poland,0.95,0.95,Man,Disagree
Austria,1.08,0.22,Man,Agree
Czech Republic,1.01,0.21,Man,Strongly disagree
Czech Republic,0.98,0.21,Man,Strongly disagree
Luxembourg,0.67,0.01,Woman,Agree
Germany,1.03,2.28,Woman,Strongly agree
Austria,0.97,0.19,Woman,Agree
Netherlands,1.07,0.45,Woman,Neither agree nor disagree
United Kingdom,1.09,1.7,Woman,Disagree
USA,1.01,,Man,Agree
Spain,1.04,1.27,Man,Disagree
Netherlands,0.95,0.4,Woman,Agree
Austria,0.95,0.19,Man,Strongly disagree
Spain,0.99,1.21,Man,Neither agree nor disagree
Netherlands,0.96,0.4,Woman,Strongly disagree
Italy,0.98,1.59,Man,Disagree
Czech Republic,1.06,0.22,Man,Strongly agree
Netherlands,0.93,0.39,Woman,Agree
Czech Republic,1.05,0.22,Man,Neither agree nor disagree
USA,1.03,,Woman,Disagree
Belgium,0.85,0.23,Woman,Strongly disagree
Luxembourg,0.93,0.02,Woman,Neither agree nor disagree
Czech Republic,1.05,0.22,Woman,Disagree
USA,0.95,,Woman,Neither agree nor disagree
France,0.92,1.51,Man,Disagree
Germany,1.06,2.36,Woman,Strongly disagree
Austria,0.94,0.19,Man,Agree
United Kingdom,1.26,1.98,Man,Strongly disagree
Germany,1.08,2.4,Woman,Disagree
Spain,0.98,1.2,Woman,Strongly disagree
Turkey,0.93,1.57,Woman,Neither agree nor disagree
Germany,1,2.21,Woman,Neither agree nor disagree
USA,1.06,,Man,Agree
United Kingdom,0.97,1.51,Woman,Strongly agree
Italy,1.06,1.72,Man,Neither agree nor disagree
Netherlands,0.98,0.41,Woman,Neither agree nor disagree
Romania,0.96,0.52,Woman,Agree
Austria,1,0.2,Man,Disagree
France,0.94,1.54,Man,Strongly agree
Austria,0.97,0.19,Woman,Strongly disagree
Austria,1.04,0.21,Woman,Neither agree nor disagree
USA,0.98,,Woman,Agree
Austria,0.98,0.2,Woman,Disagree
Poland,1.02,1.03,Woman,Agree
France,0.98,1.61,Man,Disagree
Germany,1.03,2.28,Woman,Strongly agree
Austria,0.94,0.19,Man,Strongly disagree
United Kingdom,0.94,1.47,Woman,Disagree
Australia,0.95,,Woman,Disagree
Czech Republic,0.98,0.21,Woman,Disagree
Spain,1,1.22,Woman,Disagree
Italy,1.03,1.66,Woman,Strongly agree
USA,1,,Man,Agree
Italy,0.99,1.61,Woman,Agree
United Kingdom,0.96,1.51,Woman,Disagree
Czech Republic,0.98,0.21,Man,Neither agree nor disagree
Italy,0.96,1.56,Woman,Neither agree nor disagree
Czech Republic,1.07,0.23,Man,Agree
Czech Republic,0.98,0.21,Man,Disagree
United Kingdom,0.96,1.51,Woman,Disagree
Czech Republic,0.95,0.2,Woman,Agree
France,1.23,2.03,Man,Agree
France,0.93,1.53,Woman,Agree
Czech Republic,1.01,0.21,Man,Agree
Spain,1.02,1.24,Woman,Agree
United Kingdom,0.98,1.53,Woman,Strongly disagree
United Kingdom,0.94,1.48,Woman,Disagree
Romania,1,0.54,Man,Disagree
Spain,1.04,1.27,Man,Disagree
Germany,1.06,2.36,Woman,Disagree
Czech Republic,0.96,0.2,Woman,Strongly disagree
Germany,1,2.21,Woman,Strongly agree
France,0.98,1.61,Woman,Agree
Czech Republic,0.99,0.21,Man,Strongly disagree
United Kingdom,1.08,1.68,Woman,Strongly agree
France,0.96,1.58,Woman,Neither agree nor disagree
France,0.93,1.54,Man,Strongly disagree
Czech Republic,0.95,0.2,Woman,Agree
France,0.94,1.55,Woman,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Strongly agree
France,1.02,1.68,Woman,Strongly disagree
Spain,0.99,1.21,Woman,Neither agree nor disagree
Austria,0.97,0.19,Woman,Agree
Spain,0.97,1.18,Man,Disagree
Austria,0.92,0.18,Man,Neither agree nor disagree
Turkey,0.93,1.57,Woman,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Disagree
Germany,0.98,2.18,Woman,Neither agree nor disagree
Germany,0.92,2.04,Woman,Disagree
Romania,0.98,0.54,Man,Agree
Spain,1.09,1.33,Woman,Disagree
Czech Republic,0.98,0.21,Woman,Agree
Czech Republic,1,0.21,Woman,Disagree
Spain,1.08,1.32,Woman,Strongly disagree
Czech Republic,0.98,0.21,Man,Disagree
Czech Republic,0.98,0.21,Woman,Neither agree nor disagree
Austria,0.94,0.19,Man,Strongly disagree
Germany,0.98,2.18,Woman,Agree
Belgium,0.97,0.26,Woman,Disagree
Czech Republic,1.03,0.22,Woman,Neither agree nor disagree
France,0.93,1.53,Woman,Strongly disagree
Austria,0.93,0.19,Woman,Agree
Czech Republic,0.96,0.2,Woman,Strongly disagree
Turkey,0.86,1.46,Woman,Disagree
Czech Republic,1.05,0.22,Man,Strongly disagree
Czech Republic,0.97,0.2,Woman,Agree
Spain,1.05,1.28,Man,Agree
Spain,0.99,1.21,Woman,Disagree
Czech Republic,0.99,0.21,Woman,Agree
Austria,0.95,0.19,Man,Strongly disagree
Austria,0.94,0.19,Man,Neither agree nor disagree
Czech Republic,0.99,0.21,Woman,Agree
Austria,1.01,0.2,Man,Strongly disagree
Romania,1,0.54,Man,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Disagree
France,1,1.65,Woman,Agree
Germany,1.03,2.28,Woman,Strongly agree
Czech Republic,0.99,0.21,Woman,Neither agree nor disagree
Germany,0.99,2.19,Woman,Strongly agree
France,0.92,1.51,Man,Neither agree nor disagree
Czech Republic,1.08,0.23,Man,Strongly disagree
Romania,1.14,0.62,Man,Disagree
Germany,1,2.21,Man,Agree
Italy,1.01,1.64,Woman,Agree
Austria,1.04,0.21,Woman,Disagree
Italy,1.05,1.69,Woman,Strongly disagree
Germany,1.09,2.41,Man,Disagree
Poland,1.02,1.03,Woman,Agree
Poland,0.95,0.95,Man,Disagree
Poland,0.95,0.96,Woman,Strongly disagree
Italy,0.94,1.52,Man,Disagree
Austria,0.97,0.19,Woman,Agree
Czech Republic,1.02,0.22,Woman,Disagree
Belgium,0.99,0.27,Man,Strongly disagree
Spain,1.02,1.25,Woman,Agree
Italy,1.06,1.72,Woman,Agree
Spain,1.05,1.28,Man,Neither agree nor disagree
Poland,1,1.01,Woman,Strongly disagree
Czech Republic,0.98,0.21,Woman,Agree
Belgium,0.96,0.26,Woman,Strongly disagree
Austria,1.01,0.2,Man,Strongly agree
Turkey,0.93,1.57,Woman,Neither agree nor disagree
Poland,0.95,0.96,Woman,Strongly agree
Czech Republic,1,0.21,Woman,Strongly disagree
Belgium,0.92,0.25,Woman,Strongly agree
Czech Republic,0.97,0.2,Man,Disagree
Spain,1.03,1.26,Man,Strongly disagree
Czech Republic,0.97,0.2,Man,Strongly disagree
Netherlands,1,0.42,Man,Strongly agree
Australia,0.94,,Woman,Agree
Austria,1.03,0.21,Woman,Strongly disagree
France,0.92,1.51,Man,Agree
United Kingdom,1.13,1.77,Woman,Strongly disagree
Austria,0.94,0.19,Man,Neither agree nor disagree
Austria,1.01,0.2,Man,Neither agree nor disagree
France,1.21,2,Man,Disagree
Netherlands,1.06,0.45,Woman,Disagree
Netherlands,1.2,0.5,Man,Disagree
USA,1,,Man,Strongly disagree
Czech Republic,1.05,0.22,Woman,Agree
Czech Republic,1,0.21,Woman,Disagree
Belgium,0.99,0.27,Man,Disagree
Australia,1.01,,Woman,Agree
Czech Republic,0.98,0.21,Woman,Agree
Czech Republic,0.98,0.21,Woman,Agree
Netherlands,1.02,0.43,Woman,Neither agree nor disagree
